numords,totdol,last,buyer,dollars,rfm1,rfm2
4,340,690,no,0,422,422
1,39,451,no,0,354,355
4,400,128,no,0,132,122
1,199,1110,no,0,551,553
2,68,526,no,0,435,445
2,94,273,no,0,244,244
1,39,982,no,0,555,555
6,519,157,no,0,222,211
2,163,603,no,0,433,443
1,49,289,no,0,254,255
7,501,147,no,0,222,211
2,214,931,no,0,532,543
7,366,59,no,0,124,112
1,39,1093,no,0,555,555
3,236,298,no,0,233,233
1,264,680,no,0,451,452
1,69,547,no,0,453,455
2,308,386,no,0,341,342
1,179,393,no,0,351,353
1,99,205,no,0,252,254
2,106,18,no,0,144,144
3,611,92,no,0,141,131
4,286,675,no,0,423,422
2,322,518,no,0,431,442
4,167,86,no,0,135,123
1,71,480,no,0,353,355
1,129,801,no,0,552,554
1,89,721,no,0,453,454
6,335,200,no,0,223,212
5,395,310,no,0,223,222
5,240,527,no,0,415,423
8,398,429,no,0,314,312
3,78,431,no,0,335,334
6,471,801,no,0,513,511
4,204,421,no,0,324,323
3,182,718,no,0,424,433
6,229,108,no,0,125,113
1,289,1052,no,0,551,552
2,53,172,no,0,245,245
2,348,669,no,0,431,442
5,817,123,no,0,131,121
1,19,603,no,0,455,455
1,53,480,no,0,354,355
6,543,157,no,0,222,211
6,504,564,no,0,413,411
1,98,473,no,0,352,354
2,424,148,no,0,241,242
1,134,329,no,0,252,254
2,228,556,no,0,432,443
3,495,24,no,0,141,131
2,118,718,no,0,434,444
2,188,942,no,0,533,543
1,139,714,no,0,452,454
2,18,620,no,0,435,445
2,158,554,no,0,433,443
2,78,508,no,0,345,344
1,79,280,no,0,253,254
1,59,130,no,0,154,155
1,204,25,no,0,151,153
9,1377,303,no,0,212,211
2,218,942,no,0,532,543
1,13,154,no,0,255,255
4,176,28,no,0,135,123
4,444,613,no,0,421,422
2,178,347,no,0,343,343
4,145,784,no,0,525,523
2,271,1005,no,0,531,542
4,556,429,no,0,321,321
1,44,368,no,0,354,355
7,233,567,no,0,415,413
1,29,380,no,0,355,355
38,2559,214,no,0,211,211
18,2258,22,no,0,111,111
9,773,80,no,0,122,111
5,174,382,no,0,325,323
3,237,554,no,0,423,433
1,19,1303,yes,60,555,555
6,545,823,no,0,513,511
2,308,773,no,0,531,542
1,739,444,no,0,351,351
1,109,365,no,0,352,354
2,168,282,no,0,243,243
9,6051,590,no,0,411,411
4,250,417,no,0,324,322
1,159,275,no,0,251,253
8,788,794,no,0,512,511
1,39,413,no,0,354,355
2,103,311,no,0,244,244
1,19,144,no,0,255,255
2,186,80,no,0,143,143
1,99,681,no,0,453,454
1,182,653,no,0,451,453
4,146,464,no,0,325,323
1,116,756,no,0,553,554
6,619,738,no,0,412,411
2,238,921,no,0,532,543
1,44,844,no,0,554,555
2,178,480,no,0,343,343
5,226,45,no,0,134,123
3,364,386,no,0,332,332
11,1184,175,no,0,212,211
2,138,360,no,0,343,344
2,377,36,no,0,141,142
2,188,18,no,0,143,143
3,177,11,no,0,143,133
3,105,431,no,0,335,334
1,20,410,no,0,355,355
16,1024,94,no,0,114,111
1,110,632,no,0,452,454
5,302,353,no,0,323,322
5,171,50,no,0,135,123
2,166,722,no,0,433,443
1,169,23,no,0,151,153
3,250,396,no,0,333,332
1,49,639,no,0,454,455
1,48,1080,no,0,554,555
2,101,81,no,0,145,144
1,159,784,no,0,552,553
1,103,478,no,0,352,354
4,159,386,no,0,325,323
1,119,212,no,0,252,254
1,26,135,no,0,155,155
1,59,81,no,0,154,155
6,363,241,no,0,223,212
2,227,858,no,0,532,543
6,353,357,yes,131,315,312
1,25,436,no,0,355,355
1,144,374,no,0,351,353
1,19,499,no,0,355,355
2,98,417,no,0,344,344
5,605,346,no,0,221,221
1,119,774,no,0,552,554
2,575,311,no,0,241,241
5,385,284,no,0,223,222
5,230,728,no,0,415,423
2,133,102,no,0,144,144
5,215,907,no,0,515,523
1,99,741,no,0,453,454
1,59,917,no,0,554,555
3,272,655,no,0,423,432
1,69,732,no,0,453,455
9,598,122,no,0,122,111
3,436,396,no,0,331,332
1,19,522,no,0,455,455
2,147,206,no,0,243,243
1,14,318,no,0,255,255
42,2010,540,no,0,411,411
15,1913,123,no,0,112,111
7,405,13,no,0,124,112
4,127,627,no,0,425,424
3,317,1047,no,0,522,532
1,31,865,no,0,555,555
1,202,763,no,0,551,553
2,88,389,no,0,345,344
1,27,723,no,0,455,455
2,303,648,no,0,431,442
3,217,266,no,0,233,233
1,29,492,no,0,355,355
1,49,450,no,0,354,355
1,279,445,no,0,351,352
1,119,378,no,0,352,354
1,24,358,no,0,355,355
1,197,149,no,0,251,253
1,17,121,no,0,155,155
1,324,56,no,0,151,152
5,353,827,no,0,514,522
4,233,765,no,0,523,523
2,159,738,no,0,433,443
9,409,11,no,0,124,112
11,1863,1,no,0,112,111
2,195,1008,no,0,532,543
1,71,970,no,0,553,555
1,26,473,no,0,355,355
1,19,456,no,0,355,355
10,281,406,no,0,315,312
12,1397,198,no,0,212,211
1,116,835,yes,90,553,554
9,409,506,no,0,314,312
18,1088,235,no,0,212,211
4,145,828,yes,130,525,523
18,677,44,no,0,115,111
5,316,325,no,0,223,222
4,271,1052,no,0,523,522
4,161,364,no,0,325,323
14,1074,413,no,0,312,311
5,876,532,no,0,412,421
7,397,184,no,0,223,212
6,404,417,no,0,314,312
8,807,121,no,0,121,111
3,171,506,no,0,334,333
2,71,641,no,0,435,445
1,118,945,no,0,552,554
4,311,176,no,0,224,222
4,364,224,no,0,223,222
3,252,724,no,0,423,432
1,143,848,no,0,552,553
1,39,819,no,0,555,555
1,99,756,no,0,553,554
1,129,703,no,0,452,454
1,39,682,no,0,455,455
14,741,67,no,0,114,111
1,159,480,no,0,351,353
2,420,93,no,0,141,142
2,586,149,no,0,241,241
1,159,291,no,0,251,253
2,128,268,no,0,244,244
2,97,46,no,0,145,144
2,158,200,no,0,243,243
1,169,182,no,0,251,253
9,682,400,no,0,313,311
7,676,556,no,0,412,411
14,339,504,no,0,315,312
1,229,1029,no,0,551,553
3,153,779,no,0,524,533
1,9,940,no,0,555,555
2,166,772,no,0,533,543
6,133,112,no,0,125,114
1,99,711,no,0,453,454
1,269,522,no,0,451,452
1,59,483,no,0,354,355
1,74,354,no,0,353,355
1,59,287,no,0,254,255
1,89,133,no,0,153,154
3,269,753,no,0,523,532
1,119,717,no,0,452,454
2,158,15,no,0,144,143
1,125,861,no,0,552,554
2,260,536,no,0,431,442
1,99,507,no,0,352,354
2,338,213,no,0,241,242
2,398,199,no,0,241,242
1,29,282,no,0,255,255
1,39,277,no,0,254,255
2,188,169,no,0,242,243
1,143,120,no,0,152,153
3,442,543,no,0,421,432
3,179,504,no,0,334,333
1,169,669,no,0,451,453
2,117,392,no,0,344,344
1,17,513,no,0,355,355
3,236,148,no,0,233,233
4,249,512,no,0,324,322
1,121,858,no,0,552,554
2,123,368,no,0,344,344
1,54,213,no,0,254,255
1,143,514,no,0,452,453
6,926,28,no,0,121,111
2,68,534,no,0,435,445
1,188,854,no,0,551,553
1,26,465,no,0,355,355
1,139,114,no,0,152,154
17,1151,102,no,0,113,111
4,186,630,no,0,424,423
3,474,403,no,0,331,331
1,39,935,no,0,555,555
1,244,240,no,0,251,252
8,348,525,no,0,414,412
2,98,365,no,0,344,344
3,322,728,no,0,422,432
3,141,793,no,0,525,534
1,189,793,no,0,551,553
2,75,459,no,0,345,344
4,306,408,no,0,323,322
14,950,477,no,0,312,311
1,44,520,no,0,454,455
3,212,389,no,0,333,333
3,248,903,no,0,523,532
4,251,613,no,0,423,422
1,134,1668,no,0,552,554
3,237,1065,no,0,523,533
8,1017,134,no,0,121,111
1,99,1101,no,0,553,554
1,49,988,no,0,554,555
1,99,448,no,0,352,354
2,238,476,no,0,342,343
1,59,555,no,0,454,455
1,259,457,no,0,351,352
1,24,423,no,0,355,355
1,39,381,no,0,354,355
1,99,389,no,0,352,354
1,19,325,no,0,255,255
3,369,15,no,0,141,132
2,136,240,no,0,243,244
2,271,155,no,0,241,242
1,129,39,no,0,152,154
16,723,45,no,0,114,111
9,633,147,no,0,214,211
24,1718,85,no,0,112,111
13,650,142,no,0,214,211
5,331,28,no,0,133,122
8,278,179,no,0,215,212
2,105,498,no,0,344,344
4,396,865,yes,280,521,522
2,93,1082,no,0,535,544
1,179,1046,no,0,551,553
3,310,206,no,0,232,232
2,33,11,no,0,145,145
3,147,1047,no,0,525,533
3,187,235,no,0,234,233
3,157,612,no,0,424,433
3,407,408,no,0,331,332
2,268,560,no,0,431,442
3,233,906,no,0,523,533
2,66,193,no,0,245,245
1,59,823,no,0,554,555
3,87,226,no,0,235,234
2,138,221,no,0,243,244
1,38,683,no,0,455,455
1,274,644,no,0,451,452
1,39,633,no,0,455,455
1,79,617,no,0,453,454
1,26,512,no,0,355,355
1,26,500,no,0,355,355
1,49,421,no,0,354,355
1,169,408,no,0,351,353
5,364,95,no,0,133,122
3,635,318,no,0,231,231
1,223,360,no,0,351,353
2,88,322,no,0,244,244
1,49,290,no,0,254,255
2,271,137,no,0,142,142
3,212,360,no,0,333,333
11,326,11,no,0,115,112
3,190,841,no,0,524,533
6,494,22,no,0,123,111
1,119,900,no,0,552,554
2,273,1047,no,0,531,542
7,231,226,no,0,224,213
1,239,897,no,0,551,553
2,179,113,no,0,143,143
3,105,457,no,0,335,334
1,69,417,no,0,353,355
2,358,451,no,0,341,342
1,69,195,no,0,253,255
2,344,959,no,0,531,542
5,681,267,yes,90,221,221
1,89,260,no,0,253,254
1,53,850,no,0,554,555
7,481,354,no,0,314,311
1,44,718,no,0,454,455
3,382,401,no,0,331,332
1,19,513,no,0,355,355
3,347,51,no,0,141,132
1,109,759,no,0,553,554
1,24,386,no,0,355,355
5,319,413,no,0,323,322
3,327,770,no,0,522,532
6,949,225,no,0,221,211
2,181,604,no,0,433,443
2,104,786,no,0,535,544
3,137,261,no,0,234,234
1,109,1094,no,0,553,554
3,190,184,no,0,234,233
1,64,242,no,0,253,255
12,532,386,no,0,313,311
8,314,508,no,0,315,312
9,399,179,no,0,215,212
3,368,420,no,0,332,332
1,14,247,no,0,255,255
65,2530,60,no,0,111,111
56,7035,4,no,0,111,111
8,987,823,no,0,511,511
2,138,94,no,0,144,144
1,29,364,no,0,355,355
1,696,191,no,0,251,251
3,113,718,no,0,425,434
2,438,716,no,0,431,442
1,26,141,no,0,255,255
8,519,225,no,0,214,211
1,9,891,no,0,555,555
2,190,408,no,0,342,343
1,96,466,no,0,352,354
1,159,309,no,0,251,253
2,88,28,no,0,145,144
1,49,9,no,0,154,155
6,347,511,no,0,315,312
6,364,23,no,0,124,112
8,2431,102,yes,445,121,111
2,303,204,no,0,241,242
1,149,311,no,0,251,253
3,197,73,no,0,143,133
45,2532,921,no,0,511,511
13,1339,120,no,0,113,111
2,138,757,no,0,534,544
20,1584,136,no,0,112,111
14,2177,627,no,0,411,411
2,210,151,no,0,242,243
10,215,58,no,0,125,113
1,39,973,no,0,555,555
1,59,742,no,0,454,455
1,238,505,no,0,351,353
1,199,63,no,0,151,153
34,2691,113,no,0,111,111
4,213,666,no,0,423,423
1,42,177,no,0,254,255
43,1654,267,no,0,211,211
8,918,221,no,0,213,211
3,304,548,no,0,422,432
1,95,1012,no,0,553,554
1,99,417,no,0,352,354
32,4465,179,no,0,211,211
36,2502,179,no,0,211,211
6,55,506,no,0,315,315
29,2165,911,no,0,511,511
7,450,750,no,0,513,511
5,431,214,no,0,222,222
1,149,568,no,0,452,453
2,78,518,no,0,435,444
2,328,70,no,0,141,142
2,481,238,no,0,241,241
1,304,297,no,0,251,252
2,158,172,no,0,243,243
3,117,360,no,0,335,334
9,463,45,yes,115,123,111
2,150,667,no,0,433,443
1,26,143,no,0,255,255
1,44,64,no,0,154,155
1,34,947,no,0,555,555
1,259,882,no,0,551,552
1,97,581,no,0,453,454
26,2273,23,yes,253,111,111
4,455,821,no,0,521,521
3,183,759,no,0,524,533
2,88,18,no,0,145,144
1,59,626,no,0,454,455
1,79,995,no,0,553,554
1,49,919,no,0,554,555
2,88,36,no,0,145,144
7,1460,385,no,0,311,311
1,199,751,no,0,551,553
2,52,81,no,0,145,145
24,1785,15,yes,148,112,111
2,356,708,no,0,431,442
1,49,709,no,0,454,455
1,89,620,no,0,453,454
1,159,610,no,0,451,453
2,358,371,no,0,341,342
5,561,1,no,0,131,121
20,523,373,no,0,314,311
7,465,263,no,0,222,211
3,301,1005,no,0,522,532
5,799,16,no,0,131,121
4,238,280,no,0,224,223
6,170,539,no,0,415,413
1,8,492,no,0,355,355
1,69,526,no,0,453,455
2,493,367,no,0,341,341
1,33,379,no,0,355,355
1,99,345,no,0,252,254
5,360,3,no,0,133,122
1,188,127,no,0,151,153
5,290,795,no,0,514,522
1,39,1051,no,0,555,555
2,158,675,no,0,433,443
10,2039,108,no,0,121,111
2,110,192,no,0,244,244
1,49,361,no,0,354,355
20,671,18,no,0,115,111
1,144,945,no,0,552,553
1,17,143,no,0,255,255
1,39,669,no,0,455,455
2,298,316,no,0,241,242
1,264,220,no,0,251,252
29,1734,156,no,0,211,211
2,228,403,no,0,342,343
1,116,918,no,0,553,554
2,96,451,no,0,344,344
1,59,39,no,0,154,155
1,79,725,no,0,453,454
1,199,350,no,0,351,353
1,44,119,no,0,154,155
5,193,652,no,0,415,423
2,324,731,no,0,431,442
2,419,338,no,0,241,242
4,189,240,no,0,225,223
1,99,310,no,0,252,254
3,459,1017,no,0,521,531
3,143,862,no,0,525,533
5,439,311,no,0,222,222
5,375,9,no,0,133,122
5,333,28,no,0,133,122
1,189,744,no,0,451,453
1,324,567,no,0,451,452
1,14,225,no,0,255,255
1,49,182,no,0,254,255
1,105,156,no,0,252,254
1,79,107,no,0,153,154
1,14,65,no,0,155,155
1,85,508,no,0,353,354
8,391,543,no,0,414,412
2,258,781,no,0,532,542
6,423,826,no,0,513,512
1,49,771,no,0,554,555
1,24,709,no,0,455,455
1,59,746,no,0,454,455
1,14,658,no,0,455,455
4,210,274,no,0,225,223
6,580,408,no,0,313,311
22,970,35,no,0,114,111
1,289,1101,no,0,551,552
2,118,525,no,0,434,444
1,222,730,no,0,451,453
1,79,625,no,0,453,454
1,119,583,no,0,452,454
1,49,427,no,0,354,355
1,79,393,no,0,353,354
1,119,359,no,0,352,354
1,116,98,no,0,152,154
5,510,354,no,0,321,321
10,257,156,no,0,215,212
6,310,101,no,0,125,112
1,71,1015,no,0,553,555
2,242,4,no,0,142,142
2,168,274,no,0,243,243
4,457,385,no,0,322,321
1,59,569,no,0,454,455
1,39,354,no,0,354,355
1,89,105,no,0,153,154
1,9,102,no,0,155,155
5,372,415,no,0,322,322
5,439,780,no,0,513,522
5,430,22,no,0,132,122
2,41,575,no,0,435,445
2,93,141,no,0,244,244
3,200,368,no,0,333,333
1,59,725,no,0,454,455
1,159,718,no,0,451,453
1,39,260,no,0,254,255
1,59,78,no,0,154,155
43,1973,263,no,0,211,211
10,649,102,no,0,122,111
2,248,919,yes,120,532,542
10,825,1,no,0,121,111
1,269,983,no,0,551,552
1,152,844,no,0,552,553
1,9,746,no,0,455,455
2,379,417,no,0,341,342
1,169,284,no,0,251,253
1,209,255,no,0,251,253
1,143,142,no,0,251,253
15,498,157,no,0,215,211
2,56,975,no,0,535,545
4,306,283,no,0,224,222
3,191,872,yes,60,524,533
1,89,1082,no,0,553,554
3,317,14,no,0,141,132
5,395,480,no,0,322,322
1,339,801,no,0,551,552
10,376,196,no,0,215,212
1,49,658,no,0,454,455
8,1237,185,no,0,212,211
2,212,562,no,0,432,443
1,17,518,no,0,455,455
1,119,441,no,0,352,354
5,166,449,no,0,325,323
10,1136,24,no,0,121,111
4,160,850,no,0,524,523
1,294,903,no,0,551,552
6,429,183,no,0,222,212
1,334,660,no,0,451,452
2,212,51,no,0,143,143
7,314,123,no,0,125,112
8,581,385,no,0,313,311
1,129,942,no,0,552,554
1,200,987,no,0,551,553
1,39,938,no,0,555,555
1,79,725,no,0,453,454
1,49,10,yes,50,154,155
1,139,662,no,0,452,454
3,187,592,no,0,424,433
6,392,256,no,0,223,212
1,49,349,no,0,354,355
1,44,508,no,0,354,355
6,574,200,no,0,221,211
1,99,282,no,0,252,254
1,149,757,no,0,552,553
1,99,270,no,0,252,254
15,1662,660,no,0,411,411
2,418,79,no,0,141,142
18,1300,25,no,0,113,111
5,597,354,no,0,321,321
4,482,325,no,0,222,221
1,79,487,no,0,353,354
1,268,547,no,0,451,452
1,19,1102,no,0,555,555
3,563,312,no,0,231,231
4,112,326,no,0,225,224
1,69,749,no,0,554,555
1,129,742,no,0,452,454
6,602,871,no,0,512,511
1,69,1107,no,0,554,555
1,339,931,no,0,551,552
1,39,745,no,0,455,455
7,263,123,no,0,125,112
1,89,414,no,0,353,354
1,14,22,no,0,155,155
16,608,767,no,0,512,511
5,228,99,no,0,134,123
2,98,771,no,0,535,544
3,179,462,no,0,334,333
3,153,465,no,0,334,333
1,34,38,no,0,155,155
4,215,800,no,0,523,523
1,49,1045,no,0,554,555
3,130,683,no,0,425,434
3,75,392,no,0,335,334
1,79,63,no,0,153,154
2,98,43,no,0,145,144
1,15,247,no,0,255,255
8,360,107,no,0,124,112
2,158,564,no,0,433,443
5,801,1,no,0,131,121
1,269,203,no,0,251,252
4,349,14,no,0,133,122
16,1359,100,no,0,113,111
3,128,1095,no,0,525,534
1,116,697,no,0,452,454
2,64,401,no,0,345,345
3,319,155,no,0,232,232
12,1772,45,no,0,112,111
1,119,919,no,0,552,554
3,319,882,no,0,522,532
4,248,751,no,0,523,522
4,130,149,no,0,225,224
1,189,1039,no,0,551,553
4,206,414,no,0,324,323
2,183,204,no,0,243,243
1,154,436,no,0,351,353
1,74,431,no,0,353,355
1,149,420,no,0,351,353
1,52,410,no,0,354,355
2,115,155,no,0,244,244
1,24,365,no,0,355,355
1,89,143,no,0,253,254
1,29,70,no,0,155,155
1,89,56,no,0,153,154
1,49,11,no,0,154,155
4,504,25,yes,80,132,121
2,188,582,no,0,432,443
1,14,571,no,0,455,455
5,233,1038,no,0,515,523
4,159,23,no,0,135,123
2,70,492,no,0,345,345
3,327,389,no,0,332,332
2,98,53,no,0,145,144
1,29,10,no,0,155,155
4,131,46,no,0,135,124
1,179,648,no,0,451,453
13,1057,57,no,0,113,111
2,118,896,no,0,534,544
1,39,560,no,0,455,455
1,79,462,no,0,353,354
1,53,148,no,0,254,255
2,257,974,no,0,532,542
3,293,728,no,0,422,432
5,311,536,no,0,415,422
6,808,91,no,0,121,111
1,39,652,no,0,455,455
2,288,273,no,0,241,242
1,49,28,no,0,154,155
1,26,504,no,0,355,355
14,210,16,no,0,115,113
14,381,81,no,0,115,112
14,354,4,no,0,115,112
1,89,480,no,0,353,354
4,267,928,no,0,523,522
3,246,1086,no,0,523,532
4,407,389,no,0,322,322
1,39,158,no,0,254,255
1,99,24,no,0,153,154
4,248,87,no,0,134,122
1,119,1094,no,0,552,554
2,209,564,no,0,432,443
1,79,904,no,0,553,554
2,128,451,no,0,344,344
1,17,876,no,0,555,555
1,79,676,no,0,453,454
9,580,283,no,0,214,211
14,605,262,no,0,214,211
2,105,806,no,0,535,544
3,157,900,no,0,524,533
4,280,329,no,0,224,222
2,345,120,no,0,141,142
2,353,1009,no,0,531,542
3,366,1004,no,0,522,532
4,676,371,no,0,321,321
1,131,869,no,0,552,554
1,99,787,no,0,553,554
2,248,680,no,0,432,442
2,178,325,no,0,243,243
1,79,564,no,0,453,454
2,138,382,no,0,343,344
3,167,275,no,0,234,233
1,39,248,no,0,254,255
2,87,179,no,0,244,244
1,170,878,no,0,551,553
6,288,869,no,0,514,512
3,742,403,no,0,331,331
1,179,738,no,0,451,453
2,158,128,no,0,144,143
4,402,459,no,0,322,322
4,507,386,no,0,321,321
1,59,448,no,0,354,355
3,273,207,no,0,232,232
1,314,673,no,0,451,452
1,149,283,no,0,251,253
5,71,284,no,0,225,225
2,123,987,no,0,534,544
3,227,462,yes,77,333,333
20,734,387,no,0,312,311
1,399,946,no,0,551,552
1,274,529,no,0,451,452
2,271,283,no,0,241,242
8,214,178,no,0,215,213
1,49,1053,no,0,554,555
1,62,375,no,0,353,355
3,287,343,no,0,232,232
24,3182,85,no,0,111,111
6,469,39,no,0,123,111
2,111,1017,no,0,535,544
3,624,128,no,0,141,131
24,985,539,no,0,411,411
2,123,29,no,0,144,144
6,738,10,no,0,122,111
1,12,667,no,0,455,455
1,111,900,no,0,553,554
5,868,410,no,0,321,321
1,29,723,no,0,455,455
1,218,703,no,0,451,453
1,58,680,no,0,454,455
2,292,350,no,0,341,342
3,297,422,no,0,332,332
1,69,317,no,0,253,255
2,198,400,no,0,342,343
2,158,147,no,0,243,243
1,159,59,no,0,151,153
1,59,51,yes,30,154,155
1,9,569,no,0,455,455
1,199,287,no,0,251,253
1,26,466,no,0,355,355
2,262,441,no,0,341,342
7,472,878,no,0,513,511
2,118,389,no,0,344,344
1,51,1103,no,0,554,555
3,163,25,yes,20,143,133
1,34,918,no,0,555,555
1,248,820,no,0,551,552
4,311,37,no,0,133,122
3,121,499,no,0,335,334
2,173,406,no,0,343,343
2,218,542,no,0,432,443
3,180,253,no,0,234,233
2,538,294,no,0,241,241
16,1062,266,no,0,212,211
1,69,359,no,0,353,355
1,24,577,no,0,455,455
2,248,520,no,0,432,442
23,739,213,no,0,213,211
4,723,18,no,0,131,121
2,364,193,no,0,241,242
1,29,169,no,0,255,255
4,263,1082,no,0,523,522
4,442,1060,no,0,521,522
2,303,738,no,0,431,442
3,156,31,no,0,144,133
37,1903,464,no,0,311,311
1,24,364,no,0,355,355
31,1755,687,no,0,411,411
1,192,357,no,0,351,353
90,5432,59,no,0,111,111
1,179,800,no,0,551,553
3,447,3,no,0,141,132
1,39,346,no,0,254,255
2,131,718,no,0,433,444
1,29,449,no,0,355,355
14,1241,18,no,0,113,111
13,382,518,no,0,414,412
6,308,4,no,0,125,112
4,267,682,no,0,423,422
2,263,765,no,0,532,542
1,109,710,no,0,452,454
1,94,660,no,0,453,454
2,86,227,no,0,244,244
2,228,725,no,0,432,443
1,79,79,no,0,153,154
8,880,274,yes,86,213,211
2,58,274,no,0,245,245
2,398,25,no,0,141,142
3,178,694,no,0,424,433
2,168,856,no,0,533,543
1,259,634,no,0,451,452
1,159,381,no,0,351,353
1,29,361,no,0,355,355
1,44,99,yes,75,154,155
1,179,1037,no,0,551,553
1,105,802,no,0,553,554
1,39,728,no,0,455,455
1,22,493,no,0,355,355
1,129,22,no,0,152,154
2,126,203,no,0,244,244
10,730,7,no,0,122,111
1,199,1050,no,0,551,553
2,143,396,no,0,343,343
1,76,780,no,0,553,554
6,446,48,no,0,124,112
7,798,24,yes,120,121,111
4,445,633,no,0,421,422
15,1094,46,yes,100,113,111
1,72,674,no,0,453,455
2,72,540,no,0,435,445
3,367,429,no,0,332,332
15,1032,122,no,0,114,111
4,250,765,no,0,523,522
6,458,329,no,0,222,211
1,49,823,no,0,554,555
1,19,752,no,0,555,555
2,355,99,no,0,141,142
1,29,459,no,0,355,355
3,326,253,no,0,232,232
2,104,276,no,0,244,244
1,19,275,no,0,255,255
1,129,175,no,0,252,254
2,38,4,no,0,145,145
1,39,310,no,0,254,255
11,266,184,no,0,215,212
1,409,450,no,0,351,352
3,192,217,no,0,234,233
1,79,361,no,0,353,354
1,9,577,no,0,455,455
3,660,316,no,0,231,231
2,199,928,no,0,532,543
1,199,1110,no,0,551,553
1,89,969,no,0,553,554
4,373,100,no,0,133,122
1,269,598,no,0,451,452
3,220,5,no,0,142,133
2,138,116,no,0,144,144
2,145,574,no,0,433,443
1,419,353,no,0,351,352
1,79,693,no,0,453,454
6,221,144,no,0,224,213
12,779,920,no,0,512,511
8,356,675,no,0,414,412
5,271,245,no,0,224,222
1,49,448,no,0,354,355
4,378,322,no,0,223,222
1,110,854,no,0,553,554
1,69,724,no,0,453,455
2,378,591,no,0,431,442
1,199,570,no,0,451,453
1,74,459,no,0,353,355
2,98,352,no,0,344,344
1,44,116,no,0,154,155
2,446,108,no,0,141,142
2,248,592,no,0,432,442
1,8,137,no,0,155,155
1,24,114,no,0,155,155
6,432,8,yes,420,124,112
3,332,904,no,0,522,532
2,167,835,no,0,533,543
1,404,737,no,0,451,452
1,99,735,no,0,453,454
2,78,420,no,0,345,344
10,739,977,no,0,512,511
11,1208,4,no,0,113,111
1,69,95,no,0,153,155
2,130,884,no,0,534,544
1,29,528,no,0,455,455
3,377,626,no,0,422,432
1,104,717,no,0,452,454
1,99,641,no,0,453,454
7,270,721,no,0,415,412
7,117,189,no,0,225,214
1,129,49,no,0,152,154
3,292,123,no,0,142,132
1,110,470,no,0,352,354
4,207,375,no,0,324,323
7,503,22,no,0,123,111
6,607,185,no,0,221,211
3,279,872,no,0,522,532
13,1347,429,no,0,311,311
1,19,1073,no,0,555,555
1,189,1039,no,0,551,553
1,29,899,no,0,555,555
2,87,318,no,0,244,244
2,118,441,no,0,344,344
2,68,123,no,0,145,145
1,219,501,no,0,351,353
3,190,189,no,0,234,233
1,119,282,no,0,252,254
1,29,214,no,0,255,255
1,39,185,no,0,254,255
1,99,52,no,0,153,154
5,383,249,no,0,223,222
10,1907,815,no,0,511,511
16,1291,255,no,0,212,211
4,356,39,yes,52,133,122
2,164,463,no,0,343,343
1,99,354,no,0,352,354
4,526,379,no,0,321,321
15,972,22,no,0,114,111
7,737,667,no,0,412,411
4,414,53,no,0,132,122
1,129,633,no,0,452,454
1,219,17,no,0,151,153
7,317,588,no,0,414,412
4,224,375,no,0,324,323
1,134,955,no,0,552,554
1,49,893,no,0,554,555
1,79,834,no,0,553,554
2,364,631,no,0,431,442
1,231,753,no,0,551,553
1,69,716,no,0,453,455
6,449,365,no,0,314,311
2,239,429,no,0,342,343
2,333,38,no,0,141,142
3,249,105,no,0,142,132
1,49,387,no,0,354,355
1,49,269,no,0,254,255
3,147,84,no,0,144,133
1,79,326,no,0,253,254
10,1135,178,no,0,212,211
4,257,466,no,0,324,322
1,266,861,no,0,551,552
4,350,56,no,0,133,122
2,198,780,no,0,532,543
4,386,18,no,0,132,122
3,238,487,no,0,333,333
9,517,456,yes,20,314,311
2,232,95,no,0,142,143
7,249,95,no,0,125,112
16,433,275,no,0,215,212
1,71,851,no,0,553,555
2,318,753,no,0,531,542
6,339,212,no,0,223,212
13,677,690,no,0,412,411
1,120,1001,no,0,552,554
4,146,25,no,0,135,123
1,49,745,no,0,454,455
1,29,575,no,0,455,455
2,758,207,no,0,241,241
1,299,43,no,0,151,152
1,119,444,no,0,352,354
3,250,781,no,0,523,532
5,253,877,no,0,515,522
6,354,379,no,0,315,312
2,158,592,no,0,433,443
7,332,1099,no,0,514,512
10,972,60,no,0,121,111
3,567,107,no,0,141,131
1,229,193,no,0,251,253
6,349,519,no,0,414,412
1,119,451,no,0,352,354
1,19,506,no,0,355,355
3,222,123,no,0,142,133
1,59,666,no,0,454,455
3,214,836,no,0,523,533
2,286,756,no,0,531,542
1,26,105,no,0,155,155
1,39,17,no,0,155,155
1,149,1096,no,0,552,553
1,99,611,yes,40,453,454
3,533,647,no,0,421,431
4,170,716,no,0,424,423
2,117,521,no,0,434,444
3,275,487,no,0,332,332
2,268,583,no,0,431,442
1,33,401,no,0,355,355
1,99,165,no,0,252,254
4,253,135,no,0,134,122
5,410,347,no,0,322,322
1,129,561,no,0,452,454
1,26,884,no,0,555,555
3,247,549,no,0,423,432
2,168,361,no,0,343,343
4,399,154,no,0,223,222
3,155,1060,no,0,524,533
1,107,484,no,0,352,354
6,221,197,no,0,224,213
9,387,170,no,0,215,212
3,417,590,no,0,421,432
1,204,652,no,0,451,453
2,258,788,no,0,532,542
7,795,191,no,0,221,211
7,546,1017,no,0,513,511
2,238,877,no,0,532,543
7,578,315,no,0,221,211
3,250,598,no,0,423,432
